age;gender;residence;religion;maritalstatus;profession;politicalorientation;sexualorientation;like1;like2;like3;community
26-35;male;Boston;Christian;Single;Manager;Center Left;Heterosexual;drink brand;drink brand;entertainment;0
36-45;female;Boston;No religious affiliation;Single;Sales and office;Center;Heterosexual;drink brand;drink brand;entertainment;0
36-45;male;Boston;No religious affiliation;Married;Sales and office;Center Left;Heterosexual;tv show;drink brand;entertainment;0
26-35;male;Boston;Christian;Married;Sales and office;Center;Heterosexual;tv show;drink brand;soccer club;0
18-25;male;Palo Alto;Christian;Single;Student;Left;Heterosexual;drink brand;drink brand;entertainment;1
26-35;male;Boston;Christian;Married;Sales and office;Center Left;Heterosexual;drink brand;drink brand;entertainment;0
26-35;female;Boca Raton;Muslim;Single;Professional;Center Right;Heterosexual;entertainment;entertainment;music artist;5
36-45;female;Boston;No religious affiliation;Divorced;Sales and office;Center Left;Heterosexual;tv show;drink brand;soccer club;0
26-35;male;Boston;No religious affiliation;Married;Sales and office;Center Left;Heterosexual;tv show;drink brand;entertainment;0
18-25;female;Boca Raton;Muslim;Single;Professional;Center;Heterosexual;entertainment;entertainment;entertainment;5
26-35;female;Boca Raton;Muslim;Single;Professional;Far Left;Heterosexual;music artist;music artist;entertainment;5
18-25;male;Palo Alto;Christian;Married;Student;Center;Heterosexual;drink brand;drink brand;entertainment;1
26-35;female;Boca Raton;Muslim;Single;Student;Center;Heterosexual;entertainment;entertainment;music artist;5
18-25;female;Palo Alto;Muslim;Single;Professional;Right;Heterosexual;entertainment;entertainment;music artist;5
36-45;female;Norfolk;Buddhist;Single;Manager;Center Left;Heterosexual;entertainment;entertainment;music artist;2
36-45;female;Norfolk;Muslim;Married;Professional;Right;Heterosexual;music artist;music artist;entertainment;5
18-25;female;Boca Raton;Muslim;Married;Professional;Right;Heterosexual;entertainment;entertainment;music artist;5
26-35;female;Boca Raton;Muslim;Single;Professional;Center Right;Heterosexual;music artist;music artist;entertainment;5
18-25;male;San Jose;Christian;Single;Student;Left;Heterosexual;drink brand;drink brand;entertainment;1
26-35;male;San Jose;Christian;Single;Sales and office;Left;Heterosexual;drink brand;drink brand;entertainment;1
26-35;female;Boca Raton;Muslim;Single;Professional;Right;Heterosexual;entertainment;entertainment;music artist;5
18-25;female;Boca Raton;Buddhist;Single;Professional;Center;Heterosexual;music artist;music artist;entertainment;5
18-25;male;Palo Alto;Christian;Single;Student;Left;Heterosexual;entertainment;entertainment;music artist;1
18-25;female;Boca Raton;Muslim;Single;Professional;Center;Heterosexual;tv show;drink brand;soccer club;5
26-35;male;Boca Raton;No religious affiliation;Married;Sales and office;Center Right;Heterosexual;drink brand;drink brand;entertainment;0
26-35;female;Boca Raton;Muslim;Single;Professional;Center;Heterosexual;entertainment;entertainment;entertainment;5
26-35;male;Boston;Other Religions;Married;Sales and office;Center;Heterosexual;tv show;drink brand;soccer club;0
56-65;male;Palo Alto;Christian;Single;Student;Right;Heterosexual;drink brand;drink brand;entertainment;1
36-45;male;Boston;No religious affiliation;Married;Sales and office;Center;Heterosexual;tv show;drink brand;soccer club;0
26-35;female;Boca Raton;Muslim;Single;Professional;Center;Heterosexual;entertainment;entertainment;music artist;5
36-45;female;Norfolk;Buddhist;Divorced;Manager;Left;Bisexual;entertainment;entertainment;music artist;2
18-25;male;Palo Alto;Christian;Single;Student;Left;Heterosexual;drink brand;drink brand;entertainment;1
26-35;male;San Jose;Buddhist;Single;Student;Left;Heterosexual;drink brand;drink brand;entertainment;1
18-25;male;Palo Alto;Christian;Married;Student;Left;Heterosexual;drink brand;drink brand;entertainment;1
26-35;male;Palo Alto;Christian;Single;Natural resources construction and maintenance;Center Left;Heterosexual;drink brand;drink brand;entertainment;1
18-25;male;Palo Alto;Christian;Single;Student;Left;Heterosexual;drink brand;drink brand;entertainment;1
56-65;female;Palo Alto;Jewish;Married;Production transportation and material moving;Left;Heterosexual;entertainment;entertainment;music artist;4
26-35;female;San Jose;Christian;Single;Student;Left;Heterosexual;music artist;music artist;entertainment;1
18-25;male;Palo Alto;Christian;Single;Student;Left;Heterosexual;drink brand;drink brand;entertainment;1
26-35;male;Palo Alto;Christian;Single;Student;Left;Heterosexual;drink brand;drink brand;entertainment;1
26-35;male;Boca Raton;Muslim;Single;Professional;Right;Heterosexual;music artist;music artist;entertainment;5
26-35;male;Boston;No religious affiliation;Married;Sales and office;Center;Heterosexual;tv show;drink brand;soccer club;0
18-25;female;Boca Raton;Muslim;Single;Professional;Center;Heterosexual;entertainment;entertainment;music artist;5
26-35;female;Boca Raton;Muslim;Single;Service;Center Left;Heterosexual;entertainment;entertainment;music artist;5
18-25;female;Boca Raton;Muslim;Single;Professional;Center;Heterosexual;entertainment;entertainment;music artist;5
18-25;male;Boca Raton;Muslim;Single;Professional;Center;Heterosexual;entertainment;entertainment;music artist;5
26-35;female;Boca Raton;Muslim;Single;Professional;Center;Heterosexual;entertainment;entertainment;music artist;5
36-45;male;Boston;No religious affiliation;Married;Sales and office;Center Left;Heterosexual;tv show;drink brand;entertainment;0
18-25;female;Boca Raton;Muslim;Single;Professional;Center Right;Heterosexual;entertainment;entertainment;music artist;5
26-35;male;Boston;No religious affiliation;Married;Sales and office;Center;Heterosexual;drink brand;drink brand;entertainment;0
18-25;female;Boca Raton;Muslim;Single;Professional;Left;Heterosexual;entertainment;entertainment;music artist;5
56-65;female;Boca Raton;Muslim;Married;Professional;Center Right;Heterosexual;music artist;music artist;entertainment;5
18-25;female;San Jose;Muslim;Single;Professional;Center;Heterosexual;entertainment;entertainment;music artist;5
36-45;male;Boston;No religious affiliation;Married;Sales and office;Center Left;Heterosexual;drink brand;drink brand;entertainment;0
36-45;male;Boca Raton;Muslim;Single;Professional;Center;Heterosexual;tv show;drink brand;soccer club;5
26-35;female;Boca Raton;Muslim;Married;Natural resources construction and maintenance;Center;Heterosexual;entertainment;entertainment;music artist;5
18-25;female;Boca Raton;Muslim;Single;Professional;Center;Heterosexual;entertainment;entertainment;music artist;5
26-35;male;Boston;No religious affiliation;Married;Sales and office;Center Left;Heterosexual;music artist;music artist;entertainment;0
18-25;female;Boca Raton;Muslim;Single;Professional;Center;Heterosexual;entertainment;entertainment;music artist;5
26-35;male;Boca Raton;Muslim;Single;Professional;Center Right;Heterosexual;tv show;drink brand;soccer club;5
18-25;female;Boca Raton;Muslim;Single;Professional;Center;Heterosexual;entertainment;entertainment;music artist;5
36-45;female;Boston;No religious affiliation;Married;Sales and office;Center;Heterosexual;tv show;drink brand;soccer club;0
18-25;female;Boca Raton;Muslim;Married;Professional;Center;Heterosexual;entertainment;entertainment;music artist;5
36-45;male;Boston;No religious affiliation;Married;Sales and office;Center;Heterosexual;music artist;music artist;entertainment;0
66-75;male;Santa Barbara;Hindu;Widowed;Natural resources construction and maintenance;Right;Heterosexual;drink brand;drink brand;entertainment;3
76-85;male;Boston;Christian;Single;Sales and office;Center Right;Homosexual;drink brand;drink brand;entertainment;0
26-35;male;Palo Alto;Christian;Single;Student;Left;Heterosexual;entertainment;entertainment;music artist;1
36-45;female;San Jose;Other Religions;Married;Sales and office;Center Right;Heterosexual;tv show;drink brand;soccer club;0
18-25;female;Boca Raton;Muslim;Single;Professional;Center;Heterosexual;music artist;music artist;entertainment;5
36-45;male;Boston;Christian;Married;Sales and office;Center Left;Heterosexual;music artist;music artist;entertainment;0
36-45;female;Boca Raton;Buddhist;Single;Professional;Center;Heterosexual;music artist;music artist;entertainment;5
18-25;male;Boca Raton;Muslim;Married;Professional;Right;Heterosexual;entertainment;entertainment;music artist;5
18-25;male;Palo Alto;Christian;Single;Student;Center Left;Heterosexual;drink brand;drink brand;entertainment;1
18-25;female;Boca Raton;Muslim;Single;Professional;Right;Heterosexual;entertainment;entertainment;music artist;5
26-35;female;Norfolk;Muslim;Single;Professional;Center;Heterosexual;entertainment;entertainment;music artist;5
36-45;female;Boca Raton;Muslim;Single;Professional;Left;Heterosexual;entertainment;entertainment;music artist;5
26-35;male;Boston;No religious affiliation;Married;Sales and office;Center Left;Heterosexual;drink brand;drink brand;entertainment;0
18-25;female;Boston;Muslim;Single;Professional;Center Right;Heterosexual;music artist;music artist;entertainment;5
18-25;female;Boca Raton;Muslim;Single;Professional;Center Right;Heterosexual;entertainment;entertainment;music artist;5
26-35;female;Boca Raton;Muslim;Single;Professional;Right;Heterosexual;music artist;music artist;entertainment;5
36-45;male;San Jose;Christian;Single;Student;Center;Heterosexual;drink brand;drink brand;entertainment;1
46-55;female;Norfolk;Muslim;Married;Manager;Far Left;Heterosexual;drink brand;drink brand;entertainment;1
66-75;male;Norfolk;Jewish;Married;Production transportation and material moving;Center;Heterosexual;entertainment;entertainment;music artist;4
26-35;female;Boca Raton;Christian;Single;Professional;Right;Heterosexual;entertainment;entertainment;music artist;5
26-35;male;Palo Alto;Christian;Married;Student;Center;Heterosexual;entertainment;entertainment;music artist;1
26-35;female;Boca Raton;Muslim;Married;Professional;Center;Bisexual;music artist;music artist;entertainment;5
18-25;female;Boca Raton;Muslim;Single;Professional;Center;Heterosexual;entertainment;entertainment;music artist;5
26-35;male;Boca Raton;Christian;Single;Natural resources construction and maintenance;Left;Heterosexual;music artist;music artist;entertainment;5
18-25;male;San Jose;Christian;Single;Student;Left;Heterosexual;drink brand;drink brand;entertainment;1
26-35;female;Palo Alto;Buddhist;Single;Student;Center;Heterosexual;drink brand;drink brand;entertainment;1
26-35;female;Boca Raton;Muslim;Single;Professional;Right;Heterosexual;entertainment;entertainment;music artist;5
18-25;male;Boca Raton;Muslim;Single;Professional;Left;Heterosexual;entertainment;entertainment;music artist;5
18-25;male;Norfolk;Muslim;Single;Student;Left;Heterosexual;drink brand;drink brand;entertainment;1
18-25;female;Boca Raton;Muslim;Single;Professional;Center;Heterosexual;entertainment;entertainment;music artist;5
56-65;female;Palo Alto;Jewish;Married;Production transportation and material moving;Left;Heterosexual;entertainment;entertainment;music artist;4
18-25;male;Boca Raton;Christian;Single;Student;Center Right;Heterosexual;drink brand;drink brand;entertainment;1
18-25;male;San Jose;Christian;Single;Student;Left;Heterosexual;drink brand;drink brand;entertainment;1
18-25;male;Norfolk;Christian;Single;Student;Left;Heterosexual;music artist;music artist;entertainment;1
56-65;female;Palo Alto;Jewish;Married;Production transportation and material moving;Left;Heterosexual;entertainment;entertainment;music artist;4
18-25;female;San Jose;Muslim;Single;Professional;Center;Homosexual;music artist;music artist;entertainment;5
36-45;male;Boston;Christian;Single;Student;Center Left;Heterosexual;drink brand;drink brand;entertainment;1
46-55;male;Palo Alto;Christian;Single;Manager;Left;Heterosexual;drink brand;drink brand;entertainment;1
18-25;female;Santa Barbara;Christian;Married;Professional;Right;Heterosexual;entertainment;entertainment;music artist;8
36-45;male;Boston;No religious affiliation;Married;Sales and office;Center Left;Heterosexual;tv show;drink brand;soccer club;0
26-35;male;Boston;No religious affiliation;Married;Sales and office;Center Left;Heterosexual;tv show;drink brand;soccer club;0
26-35;male;Boston;No religious affiliation;Married;Sales and office;Center Right;Heterosexual;drink brand;drink brand;entertainment;0
36-45;male;Boston;Hindu;Married;Sales and office;Center Left;Heterosexual;tv show;drink brand;soccer club;0
26-35;male;Boston;No religious affiliation;Married;Production transportation and material moving;Center;Heterosexual;tv show;drink brand;soccer club;0
36-45;male;Boston;No religious affiliation;Married;Sales and office;Center Right;Heterosexual;drink brand;drink brand;entertainment;0
36-45;male;Boston;No religious affiliation;Married;Sales and office;Center;Heterosexual;tv show;drink brand;soccer club;0
36-45;male;Boston;No religious affiliation;Married;Sales and office;Center Left;Heterosexual;drink brand;drink brand;entertainment;0
56-65;male;Santa Barbara;Hindu;Widowed;Natural resources construction and maintenance;Right;Heterosexual;tv show;drink brand;soccer club;3
36-45;male;Boston;No religious affiliation;Married;Sales and office;Center Left;Heterosexual;drink brand;drink brand;entertainment;0
18-25;male;Boca Raton;Christian;Single;Student;Left;Heterosexual;drink brand;drink brand;entertainment;1
46-55;male;Boston;No religious affiliation;Married;Natural resources construction and maintenance;Center Left;Heterosexual;drink brand;drink brand;entertainment;0
26-35;male;Boston;Hindu;Married;Sales and office;Center;Heterosexual;tv show;drink brand;soccer club;0
36-45;male;Boston;No religious affiliation;Married;Sales and office;Center Left;Heterosexual;drink brand;drink brand;entertainment;0
36-45;male;Boston;No religious affiliation;Married;Sales and office;Center;Heterosexual;drink brand;drink brand;entertainment;0
36-45;female;Norfolk;Muslim;Married;Sales and office;Right;Heterosexual;drink brand;drink brand;entertainment;0
76-85;male;Boston;No religious affiliation;Married;Sales and office;Center Left;Heterosexual;drink brand;drink brand;entertainment;0
36-45;male;Boston;Muslim;Married;Sales and office;Center Right;Heterosexual;tv show;drink brand;soccer club;0
18-25;male;Santa Barbara;No religious affiliation;Married;Sales and office;Center Left;Heterosexual;drink brand;drink brand;entertainment;0
26-35;male;Boston;No religious affiliation;Married;Sales and office;Center Left;Heterosexual;tv show;drink brand;soccer club;0
46-55;male;Boston;No religious affiliation;Married;Sales and office;Left;Heterosexual;drink brand;drink brand;entertainment;0
36-45;male;Boston;No religious affiliation;Married;Sales and office;Center Right;Heterosexual;tv show;drink brand;soccer club;0
36-45;male;Boston;No religious affiliation;Married;Sales and office;Center Left;Heterosexual;drink brand;drink brand;entertainment;0
36-45;male;Boston;No religious affiliation;Married;Sales and office;Center Left;Heterosexual;drink brand;drink brand;entertainment;0
46-55;male;Boston;No religious affiliation;Married;Student;Center Right;Heterosexual;tv show;drink brand;soccer club;0
36-45;female;Boston;No religious affiliation;Married;Sales and office;Left;Heterosexual;tv show;drink brand;soccer club;0
18-25;male;Boston;No religious affiliation;Married;Student;Center;Heterosexual;drink brand;drink brand;entertainment;1
26-35;male;Norfolk;No religious affiliation;Married;Sales and office;Center Left;Heterosexual;drink brand;drink brand;entertainment;0
26-35;male;Boston;Christian;Married;Sales and office;Center Left;Heterosexual;tv show;drink brand;soccer club;0
36-45;female;Boston;No religious affiliation;Married;Sales and office;Center Left;Heterosexual;tv show;drink brand;soccer club;0
26-35;male;Boston;Muslim;Divorced;Natural resources construction and maintenance;Center Left;Heterosexual;drink brand;drink brand;entertainment;0
18-25;male;Santa Barbara;Christian;Single;Professional;Right;Heterosexual;tv show;drink brand;soccer club;8
46-55;male;Boston;No religious affiliation;Married;Sales and office;Left;Heterosexual;drink brand;drink brand;entertainment;0
26-35;male;San Jose;Christian;Single;Student;Center Left;Heterosexual;drink brand;drink brand;entertainment;1
18-25;female;Boca Raton;Christian;Single;Professional;Center Right;Heterosexual;entertainment;entertainment;music artist;8
66-75;female;San Jose;Muslim;Single;Professional;Center Right;Heterosexual;drink brand;drink brand;entertainment;5
36-45;male;San Jose;Christian;Married;Student;Left;Heterosexual;entertainment;entertainment;music artist;1
36-45;female;Boston;No religious affiliation;Married;Sales and office;Center Right;Bisexual;drink brand;drink brand;entertainment;0
26-35;male;Boston;Christian;Single;Student;Left;Heterosexual;drink brand;drink brand;entertainment;1
26-35;male;San Jose;Christian;Single;Manager;Left;Heterosexual;drink brand;drink brand;entertainment;1
26-35;male;San Jose;Christian;Single;Student;Left;Heterosexual;drink brand;drink brand;entertainment;1
26-35;female;San Jose;Christian;Married;Professional;Center;Heterosexual;drink brand;drink brand;entertainment;1
26-35;female;Norfolk;Buddhist;Divorced;Manager;Center Left;Bisexual;entertainment;entertainment;music artist;2
18-25;female;Boca Raton;Christian;Single;Professional;Center Right;Heterosexual;entertainment;entertainment;music artist;8
18-25;male;Palo Alto;Christian;Married;Student;Center Left;Heterosexual;drink brand;drink brand;entertainment;1
18-25;male;Palo Alto;Christian;Single;Student;Center Left;Heterosexual;drink brand;drink brand;entertainment;1
26-35;female;Boca Raton;Christian;Single;Professional;Center;Heterosexual;music artist;music artist;entertainment;8
18-25;female;Palo Alto;Muslim;Single;Student;Left;Heterosexual;entertainment;entertainment;music artist;1
18-25;male;Palo Alto;Christian;Single;Student;Left;Heterosexual;drink brand;drink brand;entertainment;1
18-25;male;Palo Alto;Christian;Single;Student;Left;Heterosexual;drink brand;drink brand;entertainment;1
36-45;male;Norfolk;No religious affiliation;Divorced;Manager;Left;Heterosexual;music artist;music artist;entertainment;2
26-35;female;Boca Raton;Christian;Single;Service;Center;Heterosexual;music artist;music artist;entertainment;8
46-55;male;Palo Alto;Christian;Single;Student;Center Left;Heterosexual;music artist;music artist;entertainment;1
18-25;female;Palo Alto;Christian;Single;Student;Left;Heterosexual;drink brand;drink brand;entertainment;1
26-35;male;San Jose;Christian;Single;Student;Left;Heterosexual;drink brand;drink brand;entertainment;1
26-35;male;Palo Alto;Christian;Single;Student;Center Left;Heterosexual;drink brand;drink brand;entertainment;1
18-25;male;Palo Alto;Christian;Single;Student;Center;Heterosexual;music artist;music artist;entertainment;1
18-25;male;San Jose;Christian;Single;Student;Left;Heterosexual;drink brand;drink brand;entertainment;1
18-25;male;Boston;Christian;Married;Sales and office;Center;Heterosexual;tv show;drink brand;soccer club;0
18-25;male;Palo Alto;Christian;Single;Student;Center Left;Heterosexual;drink brand;drink brand;entertainment;1
18-25;male;Boca Raton;No religious affiliation;Married;Professional;Center;Heterosexual;drink brand;drink brand;entertainment;1
26-35;male;Palo Alto;Christian;Single;Student;Center Left;Heterosexual;drink brand;drink brand;entertainment;1
18-25;male;Santa Barbara;Hindu;Widowed;Natural resources construction and maintenance;Right;Heterosexual;tv show;drink brand;soccer club;3
36-45;male;Boston;No religious affiliation;Married;Sales and office;Center;Heterosexual;tv show;drink brand;soccer club;0
36-45;male;Boston;No religious affiliation;Married;Sales and office;Center Right;Heterosexual;drink brand;drink brand;entertainment;0
36-45;male;Boston;No religious affiliation;Married;Sales and office;Center Left;Heterosexual;drink brand;drink brand;entertainment;0
46-55;male;Boston;No religious affiliation;Married;Sales and office;Center;Heterosexual;drink brand;drink brand;entertainment;0
26-35;male;Boston;No religious affiliation;Married;Sales and office;Center Left;Heterosexual;music artist;music artist;entertainment;0
36-45;male;Boston;No religious affiliation;Married;Manager;Center;Heterosexual;tv show;drink brand;soccer club;0
56-65;male;Santa Barbara;Hindu;Widowed;Natural resources construction and maintenance;Center Right;Heterosexual;tv show;drink brand;soccer club;3
56-65;male;Santa Barbara;Muslim;Widowed;Natural resources construction and maintenance;Center Right;Heterosexual;tv show;drink brand;soccer club;3
66-75;male;Santa Barbara;Hindu;Widowed;Professional;Right;Heterosexual;tv show;drink brand;soccer club;3
56-65;male;Santa Barbara;Hindu;Widowed;Natural resources construction and maintenance;Right;Heterosexual;tv show;drink brand;soccer club;3
36-45;male;Boston;No religious affiliation;Widowed;Sales and office;Center;Heterosexual;entertainment;entertainment;music artist;0
26-35;male;Boston;No religious affiliation;Married;Sales and office;Center Left;Heterosexual;drink brand;drink brand;entertainment;0
36-45;male;Boston;No religious affiliation;Married;Sales and office;Center Left;Heterosexual;drink brand;drink brand;entertainment;0
36-45;male;Boston;No religious affiliation;Married;Sales and office;Center Right;Heterosexual;drink brand;drink brand;entertainment;0
36-45;male;Boston;No religious affiliation;Married;Sales and office;Center Left;Heterosexual;drink brand;drink brand;entertainment;0
46-55;male;Santa Barbara;Hindu;Widowed;Natural resources construction and maintenance;Center Left;Heterosexual;tv show;drink brand;soccer club;3
36-45;female;Boston;Muslim;Married;Sales and office;Center Right;Heterosexual;tv show;drink brand;soccer club;0
36-45;male;Boston;No religious affiliation;Married;Sales and office;Center Left;Heterosexual;drink brand;drink brand;entertainment;0
18-25;male;Boston;No religious affiliation;Married;Sales and office;Center Right;Heterosexual;drink brand;drink brand;entertainment;0
26-35;male;Boston;No religious affiliation;Married;Sales and office;Center Left;Heterosexual;drink brand;drink brand;entertainment;0
46-55;male;Boston;No religious affiliation;Married;Sales and office;Center Left;Heterosexual;drink brand;drink brand;entertainment;0
36-45;male;Boston;Other Religions;Married;Sales and office;Center Left;Heterosexual;drink brand;drink brand;entertainment;0
26-35;male;Boston;No religious affiliation;Married;Student;Center Left;Heterosexual;drink brand;drink brand;entertainment;0
66-75;male;Santa Barbara;Muslim;Married;Natural resources construction and maintenance;Center Right;Heterosexual;drink brand;drink brand;entertainment;3
46-55;male;Boston;No religious affiliation;Married;Student;Center Right;Heterosexual;tv show;drink brand;soccer club;0
18-25;male;San Jose;Christian;Single;Student;Left;Heterosexual;entertainment;entertainment;music artist;1
26-35;female;Boston;No religious affiliation;Married;Sales and office;Center Left;Heterosexual;tv show;drink brand;soccer club;0
26-35;male;Boston;Christian;Married;Sales and office;Center;Heterosexual;music artist;music artist;entertainment;0
26-35;male;Boca Raton;No religious affiliation;Married;Sales and office;Center Left;Heterosexual;drink brand;drink brand;entertainment;0
26-35;male;Boston;No religious affiliation;Married;Sales and office;Center Left;Heterosexual;drink brand;drink brand;entertainment;0
56-65;male;Santa Barbara;Hindu;Widowed;Natural resources construction and maintenance;Center Right;Heterosexual;tv show;drink brand;soccer club;3
18-25;male;San Jose;Christian;Single;Student;Left;Heterosexual;drink brand;drink brand;entertainment;1
26-35;male;Palo Alto;Christian;Single;Student;Center Left;Heterosexual;drink brand;drink brand;entertainment;1
66-75;female;San Jose;Jewish;Married;Production transportation and material moving;Far Left;Heterosexual;music artist;music artist;entertainment;4
18-25;female;Boca Raton;Christian;Single;Professional;Center;Heterosexual;music artist;music artist;entertainment;8
26-35;male;Boston;No religious affiliation;Married;Sales and office;Center Left;Heterosexual;drink brand;drink brand;entertainment;0
46-55;male;Palo Alto;Christian;Single;Student;Center;Heterosexual;entertainment;entertainment;music artist;1
46-55;male;San Jose;Christian;Single;Student;Far Left;Heterosexual;music artist;music artist;entertainment;1
18-25;male;Palo Alto;Christian;Single;Student;Left;Heterosexual;drink brand;drink brand;entertainment;1
18-25;male;San Jose;Christian;Single;Student;Left;Heterosexual;drink brand;drink brand;entertainment;1
18-25;male;Boston;Christian;Single;Student;Center;Heterosexual;drink brand;drink brand;entertainment;1
18-25;female;Boca Raton;Christian;Married;Professional;Center;Heterosexual;music artist;music artist;entertainment;8
26-35;female;Norfolk;Muslim;Single;Professional;Center Right;Heterosexual;drink brand;drink brand;entertainment;5
26-35;male;Santa Barbara;No religious affiliation;Single;Production transportation and material moving;Left;Heterosexual;drink brand;drink brand;entertainment;1
26-35;male;San Jose;Christian;Single;Student;Left;Heterosexual;entertainment;entertainment;music artist;1
76-85;female;Palo Alto;Jewish;Married;Production transportation and material moving;Left;Heterosexual;entertainment;entertainment;music artist;4
26-35;male;Palo Alto;Christian;Single;Student;Left;Heterosexual;drink brand;drink brand;entertainment;1
26-35;male;Palo Alto;Christian;Single;Student;Center Left;Heterosexual;drink brand;drink brand;entertainment;1
18-25;male;Boca Raton;Christian;Single;Student;Left;Heterosexual;drink brand;drink brand;entertainment;1
56-65;female;Palo Alto;Jewish;Married;Production transportation and material moving;Right;Heterosexual;entertainment;entertainment;music artist;4
26-35;female;Boca Raton;Christian;Single;Professional;Center;Heterosexual;entertainment;entertainment;music artist;8
26-35;female;San Jose;Jewish;Married;Production transportation and material moving;Left;Heterosexual;entertainment;entertainment;music artist;4
26-35;male;Palo Alto;Christian;Single;Student;Left;Heterosexual;drink brand;drink brand;entertainment;1
26-35;male;San Jose;Christian;Single;Student;Left;Heterosexual;drink brand;drink brand;entertainment;1
18-25;male;Palo Alto;Christian;Single;Student;Left;Heterosexual;drink brand;drink brand;entertainment;1
18-25;male;San Jose;Christian;Married;Student;Center;Heterosexual;tv show;drink brand;soccer club;1
26-35;male;San Jose;Other Religions;Single;Student;Center Left;Heterosexual;drink brand;drink brand;entertainment;1
76-85;female;San Jose;Buddhist;Married;Production transportation and material moving;Left;Heterosexual;entertainment;entertainment;music artist;4
26-35;male;Palo Alto;Christian;Single;Student;Center;Heterosexual;drink brand;drink brand;entertainment;1
26-35;male;San Jose;Christian;Single;Student;Left;Heterosexual;entertainment;entertainment;music artist;1
26-35;male;Palo Alto;Other Religions;Single;Student;Left;Heterosexual;drink brand;drink brand;entertainment;1
